id,dataset,question,options,subject_name,topic_name,correct_answer,correct_index,expected_behavior,student_answer,student_index,missing_evidence,source_split
abfd4372-a6b3-4397-a602-541a1a6e6bef,fct,"In fixed orthodontic treatment, how much force is needed for intrusion of four mandibular anterior teeth:","{'0': '50 gm', '1': '100gm', '2': '150gm', '3': '200gm', 'correct answer': '200gm'}",dental,,50 gm,0,answer,200gm,3,,val
fc796445-d2dc-4712-a8d3-0838d050a971,fct,"An adolescent school girl complaints of dropping objects from hands, it gets precipitated during morning and during exams. There is no history of loss of consciousness and her cousin sister has been diagnosed with epilepsy. EEG was done and was suggestive of epileptic spikes. What is the diagnosis?","{'0': 'Juvenile myoclonic epilepsy', '1': 'Atypical absence', '2': 'Choreo - athetoid epilepsy', '3': 'Centrotemporal spikes', 'correct answer': 'Centrotemporal spikes'}",pediatrics,AIIMS 2018,Juvenile myoclonic epilepsy,0,answer,Centrotemporal spikes,3,,val
2ab99a80-47e8-4142-9988-0e05783327c5,fct,Secretion of bile out of hepactocytes occurs ?,"{'0': 'Passive diffusion', '1': 'Facilitated diffusion', '2': 'Osmosis', '3': 'Active transpo', 'correct answer': 'Facilitated diffusion'}",physiology,,Active transpo,3,answer,Facilitated diffusion,1,,test
0bb082fc-71ab-403d-b936-2d2cbd8b0bb2,fct,Muskegon was a control city without any fluoride for?,"{'0': 'Brant-ford', '1': 'Sarnia', '2': 'Kingston', '3': 'Grand Rapids', 'correct answer': 'Sarnia'}",dental,,Grand Rapids,3,answer,Sarnia,1,,test
a198a061-2b4a-41ac-b39c-e11449541576,fct,The variation in data is compared with another data set by:,"{'0': 'Variance', '1': 'Coefficient of variation', '2': 'The standard error of mean', '3': 'Standard detion', 'correct answer': 'Variance'}",social & preventive medicine,,Coefficient of variation,1,answer,Variance,0,,test
b0adc300-b19c-4466-bd62-40511a0f6057,fct,A non synovial joint with connective tissue in between is:,"{'0': 'Syndesmosis', '1': 'Synchondrosis', '2': 'Saddle', '3': 'Suture', 'correct answer': 'Synchondrosis'}",anatomy,,Syndesmosis,0,answer,Synchondrosis,1,,val
a9fe59e8-340b-443f-af99-f4464ae9cffe,fct,"Intestinal human and mice, there are thousands of parasitic symbiotic bacteria, but normal individuals will not have these commensal bacteria produce an immune response, the following statements is wrong?","{'0': 'Unlike the pathogenic symbiotic bacteria will use the toxicity factor, or epithelial cell damage induced secretion of inflammatory cytokines', '1': 'Epithelial cells present in commensal bacteria secrete cytokines like TGF-β', '2': 'Primarily the intestinal immune system and the commensal bacteria occur IgA binding, activation of complement and then causing the removal of symbiotic bacteria', '3': 'Intestinal epithelial cells in contact with the surface of the commensal bacteria, and do not show Toll-like receptors and CD14, it is more difficult to produce an inflammatory reaction', 'correct answer': 'Intestinal epithelial cells in contact with the surface of the commensal bacteria, and do not show Toll-like receptors and CD14, it is more difficult to produce an inflammatory reaction'}",unknown,,"Primarily the intestinal immune system and the commensal bacteria occur IgA binding, activation of complement and then causing the removal of symbiotic bacteria",2,answer,"Intestinal epithelial cells in contact with the surface of the commensal bacteria, and do not show Toll-like receptors and CD14, it is more difficult to produce an inflammatory reaction",3,,dev
1a530e89-092e-4f24-b70c-b958f2cf6e36,fct,What do all the species of the genera Mycobacterium and Nocardia share?,"{'0': 'Present mycolic acids on your wall.', '1': 'Be pathogenic of animals.', '2': 'Form well-developed hyphae', '3': 'Form endospores', 'correct answer': 'Form well-developed hyphae'}",biology,,Present mycolic acids on your wall.,0,answer,Form well-developed hyphae,2,,val
0883ca51-4e2f-4988-9dd5-91afd29fc830,fct,Annealing is also known as:,"{'0': 'Soft hardening treatment', '1': 'Hard hardening treatment', '2': 'Precipitating heat treatment', '3': 'Stress relieving heat treatment', 'correct answer': 'Hard hardening treatment'}",dental,,Soft hardening treatment,0,answer,Hard hardening treatment,1,,val
400b4a03-e84d-490a-8d91-8b23808fef6f,fct,An anterior bite plate should be trimmed so that,"{'0': 'It is included at 10° to occlusal plane', '1': 'It is inclined at 30° to occlusal plane', '2': 'Posterior teeth are 5 mm apart', '3': 'Posterior teeth are 2 mm apart', 'correct answer': 'Posterior teeth are 5 mm apart'}",dental,,Posterior teeth are 2 mm apart,3,answer,Posterior teeth are 5 mm apart,2,,val
a0747961-9891-4aef-a11d-5fb0f9fde02d,fct,Point out the INCORRECT response with respect to nutritional genomics:,"{'0': 'In some individuals and under certain circumstances diet can be an important risk factor for the development of various diseases.', '1': 'Existing chemicals in the diet can directly and indirectly modify the health of the genome itself and its gene expression.', '2': 'The influence of diet on health does not depend on the genetic constitution of the individual.', '3': 'Diet regulates some genes or their variants, which can play an important role in chronic diseases.', 'correct answer': 'Existing chemicals in the diet can directly and indirectly modify the health of the genome itself and its gene expression.'}",nursery,,The influence of diet on health does not depend on the genetic constitution of the individual.,2,answer,Existing chemicals in the diet can directly and indirectly modify the health of the genome itself and its gene expression.,1,,val
d573370c-5c4b-482c-8f59-419d092941ce,fct,Which of the following is not generated by the proopiomelanocortin (POMC) Metabolism?,"{'0': 'ACTH', '1': 'b-lipotropin', '2': 'a-MSH', '3': 'CRH', 'correct answer': 'ACTH'}",unknown,,CRH,3,answer,ACTH,0,,test
7472f800-3c1b-4cbb-8e9b-b29b4774c440,fct,"In atomic emission spectroscopy with induction-coupled plasma, it is usually used as a plasmogenic gas:","{'0': 'Helium because it forms excited species in a metastable state capable of exciting elements with high energies such as halogens and non-metals.', '1': 'Argon because it is chemically inert, monatomic, has a high ionization energy capable of exciting most elements of the periodic system and its emission spectrum is simple.', '2': 'Oxygen because it is an affordable and cheap, diatomic gas and during atomization molecular species are formed, which increases the emission signal.', '3': 'Hydrogen, because ions and electrons are produced during the atomization and compounds with functional groups such as carbonyl, alcohol, halogen or amine produce few ions or practically none in the plasma.', 'correct answer': 'Helium because it forms excited species in a metastable state capable of exciting elements with high energies such as halogens and non-metals.'}",chemistry,,"Argon because it is chemically inert, monatomic, has a high ionization energy capable of exciting most elements of the periodic system and its emission spectrum is simple.",1,answer,Helium because it forms excited species in a metastable state capable of exciting elements with high energies such as halogens and non-metals.,0,,test
6c56562a-d4c0-4c7f-b8fe-0aea9676bb6d,fct,"A 78-year-old woman with a history of type 2 diabetes treated with oral antidiabetic agents, HBP in treatment with beta-blockers and ACE inhibitors, and congestive heart failure grade 1 of NYHA, with a LVEF of 48%, and currently asymptomatic. Functional state: ECOG 0. History of 2 years of evolution of small lumps in the neck. Cervical adenopathy biopsy: grade 2 follicular lymphoma. Extension study: Hb 12 gr / dL, Leucocytes 6,900 / microL (Neutrophils 60%, Lymphocytes 27%, Monocytes 6%, Eosinophils 4%, Basophils 4%) Platelets 220,000 / microL. MO: infiltrated by follicular lymphoma. Creatinine 1.5 mg / dL, LDH 235 U / L, Beta2 microglobulin 2.1 microg / mL. TAC: adenopathies less than 3 cm in cervical, axillary, retroperitoneal, iliac and inguinal territories; Normal liver and spleen. Which of the following treatments is the most appropriate?","{'0': 'Rituximab-CHOP (Cyclophosphamide, Adriamycin, Vincristine, Prednisone).', '1': 'Rituximab-CVP (Cyclophosphamide, Vincristine, Prednisone).', '2': 'Do not try and watch (wait and see).', '3': 'Rituximab-Bendamustine', 'correct answer': 'Rituximab-Bendamustine'}",medicine,,Do not try and watch (wait and see).,2,answer,Rituximab-Bendamustine,3,,val
2b33e7b8-b888-43a9-8d2e-ada81467f47b,fct,"Punched out a crater-like depression at the crest of interdental papilla, covered by pseudomembrane is known:","{'0': 'Aggressive periodontitis.', '1': 'Diphtheria.', '2': 'ANUG.', '3': 'NOMA.', 'correct answer': 'Diphtheria.'}",dental,,ANUG.,2,answer,Diphtheria.,1,,test
4c708c5d-afb8-4a82-9b1f-6587a27d33c6,fct,"A 40-year-old woman schedules an appointment for a routine medical check-up. She admits to being careless about her health, but is motivated to improve. She is working with a personal trainer at the gym and is following a weight reduction diet plan. Despite a 20 kg (44 lb) weight loss over the last year, she still feels that she is fat. She was a frequent binge drinker, but now she has reduced her alcohol consumption to a single glass of wine with dinner and an occasional beer on the weekend. She also has a 15 pack-year smoking history, but quit 6 months ago after she developed a cough and shortness of breath that later improved. She admits to trying various recreational drugs in the past. On her last visit, she was started on rosuvastatin for an elevated cholesterol level. She is sexually active with her partner and they have 2 children. She is uncertain about her family history as she was raised in foster care. The vital signs include: pulse 80/min, respirations 16/min, and blood pressure 122/80 mm Hg. The physical examination reveals a visibly overweight woman with a body mass index (BMI) of 34 kg/m2. The remainder of the examination yields no significant findings. An electrocardiogram (ECG) and chest X-ray are both normal. Lab tests show the following:
Serum glucose (fasting) 95 mg/dL
    Serum electrolytes:
Sodium 140 mEq/L
Potassium 3.8 mEq/L
Chloride 101 mEq/L
Serum creatinine 0.8 mg/dL
Blood urea nitrogen 10 mg/dL
Cholesterol, total 180 mg/dL
HDL-cholesterol 42 mg/dL
LDL-cholesterol 70 mg/dL
Triglycerides 365 mg/dL
    Urinalysis:  
Glucose negative
Ketones negative
Leucocytes negative
Nitrites negative
RBC negative
Casts negative
Which medication would most likely further improve her lipid profile?","{'0': 'Niacin', '1': 'Orlistat', '2': 'Fenofibrate', '3': 'Ezetimibe', 'correct answer': 'Ezetimibe'}",unknown,,Fenofibrate,2,answer,Ezetimibe,3,,dev
11c7f599-ea16-42fd-9a8f-0fd2da7e8d17,fct,"Electric nerve tester detects pain by stimulating which nerve fibres (OR) Sharp, shooting pain in reversible pulpitis indicates stimulation of (OR) In pulp hyperemia which nerve fibers are stimulated","{'0': 'A alpha', '1': 'A beta', '2': 'A delta', '3': 'C fibres', 'correct answer': 'A beta'}",dental,,A delta,2,answer,A beta,1,,val
d9c4a6ed-71cc-4948-8760-666e757dde25,fct,"Addition silicone is hydrophobic in nature. In order to make it hydrophilic, what should be added?","{'0': 'Alcohol', '1': 'Oligoether', '2': 'None of the above', '3': 'All of the above', 'correct answer': 'None of the above'}",dental,,Oligoether,1,answer,None of the above,2,,test
ed435211-5fde-41cc-821b-c7a7df44cb36,fct,Puerperal Hemorrhage or Postpartum Hemorrhage is defined as:,"{'0': 'Blood loss of more than 250 ml of blood after a normal delivery.', '1': 'The blood loss of more than 150 ml of blood after a normal delivery.', '2': 'The blood loss of more than 500 ml of blood after a normal delivery.', '3': 'The blood loss of more than 450 ml of blood after a normal delivery.', 'correct answer': 'The blood loss of more than 450 ml of blood after a normal delivery.'}",nursery,,The blood loss of more than 500 ml of blood after a normal delivery.,2,answer,The blood loss of more than 450 ml of blood after a normal delivery.,3,,val
65a83c6f-ce3f-4c36-96fd-37a444ef4831,fct,Criteria for Puerperal pyrexia is temperature ?,"{'0': '100.4 degrees F on two separate occasions', '1': '101 degrees F on two separate occasions', '2': '100.4 degrees F on three separate occasions', '3': '101 degrees F on three separate occasions', 'correct answer': '101 degrees F on three separate occasions'}",gynaecology & obstetrics,,100.4 degrees F on two separate occasions,0,answer,101 degrees F on three separate occasions,3,,test
de7ea1d5-b146-4db0-a263-6b5ebcfe02c4,fct,An 18-year-old male presents to the emergency room smelling quite heavily of alcohol and is unconscious. A blood test reveals severe hypoglycemic and ketoacidemia. A previous medical history states that he does not have diabetes. The metabolism of ethanol in this patient's hepatocytes resulted in an increase of the [NADH]/[NAD+] ratio. Which of the following reaction is favored under this condition?,"{'0': 'Pyruvate to acetyl-CoA', '1': 'Citrate to isocitrate', '2': 'Oxaloacetate to malate', '3': 'Oxaloacetate to phosphoenolpyruvate', 'correct answer': 'Pyruvate to acetyl-CoA'}",unknown,,Oxaloacetate to malate,2,answer,Pyruvate to acetyl-CoA,0,,dev
af71a165-8361-4aae-a306-3ae6802daf29,fct,"Human immunodeficiency virus (HIV) to enter white blood cells via the CD4 molecule, often used as a co-receptor which of the following?","{'0': 'CD40', '1': 'CD40 ligand', '2': 'CXCR4', '3': 'CCR4', 'correct answer': 'CCR4'}",unknown,,CXCR4,2,answer,CCR4,3,,dev
56070295-b61e-4b62-9f7d-993d14a5c2bf,fct,"Statements about the second branchial fistula (second branchial fistula), the Which statement is correct?","{'0': 'This fistula one end opening edge prior sternocleidomastoid', '1': 'This fistula through between the ninth and twelve pairs of cranial nerves', '2': 'This fistula having one end opening in the throat', '3': 'This backward through the internal carotid artery fistula', 'correct answer': 'This fistula through between the ninth and twelve pairs of cranial nerves'}",unknown,,This fistula having one end opening in the throat,2,answer,This fistula through between the ninth and twelve pairs of cranial nerves,1,,test
5871c60f-cc43-4bf5-ad05-6d0cd66f1fcb,fct,A properly designed rest on lingual surface of a canine is preferred to a rest on incisal surface because:,"{'0': 'Less Leverage is exerted against the tooth by Lingual rest', '1': 'Enamel is thicker on lingual surface', '2': 'Visibility and access is better on lingual surface', '3': 'The cingulum of canine produces a naturalsurface for recess', 'correct answer': 'The cingulum of canine produces a naturalsurface for recess'}",dental,,Less Leverage is exerted against the tooth by Lingual rest,0,answer,The cingulum of canine produces a naturalsurface for recess,3,,val
2611729f-b388-4478-a697-78a3c27333a7,fct,In what DNA repair system do DNA glycosylases participate ?:,"{'0': 'Repair of incorrect matings.', '1': 'Repair by base excision.', '2': 'Repair by nucleotide excision.', '3': 'Direct repair', 'correct answer': 'Repair by nucleotide excision.'}",chemistry,,Repair by base excision.,1,answer,Repair by nucleotide excision.,2,,test
1121e71a-67f4-4bff-9cfd-67e8b9d42cf1,fct,"Vorinostat is an antitumor agent that acts as an inhibitor of histone deacetylases. This drug contains in its structure a group capable of coordinating with the Zn2 + cation, present in the active site of the enzyme. Indicate which group is:","{'0': 'Sulfoxide', '1': 'Hydroxamic acid', '2': 'Ether.', '3': 'Fluorine.', 'correct answer': 'Ether.'}",pharmacology,,Hydroxamic acid,1,answer,Ether.,2,,test
98f8af6b-81e9-4c39-9d6e-2d1dd61e031f,fct,"After IUFD, when does the mother develop DIC -","{'0': '48 hours', '1': '1-2 weeks', '2': '3-4 weeks', '3': '6 weeks', 'correct answer': '6 weeks'}",gynaecology & obstetrics,,3-4 weeks,2,answer,6 weeks,3,,test
b99f8196-45d7-40da-af5a-195dd8aaeda8,fct,"According to Cattell, indicate what type of data we are collecting if, to assess impulsivity, we have an individual draw a line as slowly as possible:","{'0': 'Data T.', '1': 'Data Q.', '2': 'Data L.', '3': 'Data F.', 'correct answer': 'Data F.'}",psychology,,Data T.,0,answer,Data F.,3,,test
22065624-133b-40a4-978a-9e52adc4c868,fct,Which of the following defines vital capacity?,"{'0': 'Air in lung after normal expiration', '1': 'Maximum air that can be expirated after normal inspiration', '2': 'Maximum air that can be expirated after maximum inspiration', '3': 'Maximum air in lung after end of maximal inspiration', 'correct answer': 'Maximum air that can be expirated after normal inspiration'}",physiology,,Maximum air that can be expirated after maximum inspiration,2,answer,Maximum air that can be expirated after normal inspiration,1,,test
f14c55ee-c4c6-45d0-a531-72779c3dd13b,fct,Which of the following finish line should be there in case of tipped molars?,"{'0': 'Shoulder', '1': 'Shoulder with bevel', '2': 'Knife edge', '3': 'Chamfer', 'correct answer': 'Shoulder with bevel'}",dental,,Knife edge,2,answer,Shoulder with bevel,1,,test
e7dcf578-24db-48d7-8c2e-694ef72409c5,fct,Which is the typical facies of Down syndrome?,"{'0': 'Hypoplastic maxilla', '1': 'Prognathic maxilla', '2': 'Retrognathic mandible', '3': 'Prognathic mandible', 'correct answer': 'Retrognathic mandible'}",dental,,Hypoplastic maxilla,0,answer,Retrognathic mandible,2,,val
1927e381-0eff-4abd-9df5-2f4ef330c330,fct,Killian's polyp is a/an,"{'0': 'Antrochoanal polyp', '1': 'Ethmoidal polyp', '2': 'Frontal polyp', '3': 'Maxillary polyp', 'correct answer': 'Maxillary polyp'}",ent,,Antrochoanal polyp,0,answer,Maxillary polyp,3,,test
5c580288-e5e0-4a9c-95c6-6141e686281b,fct,"A previously healthy 25-year-old woman comes to the physician because of a 3-week history of fever, recurrent headaches, and anorexia. One month ago, she returned from a camping trip in Chile. Her temperature is 39.3°C (102.8°F). Examination shows a swelling in the left periorbital region and axillary, cervical, and inguinal lymphadenopathy. A blood sample is obtained. Processing of the sample with which of the following methods is most likely to confirm the diagnosis?","{'0': 'Staining with India ink', '1': 'Staining with Giemsa dye', '2': 'Staining of glycogen', '3': 'Staining with silver', 'correct answer': 'Staining with silver'}",unknown,,Staining with Giemsa dye,1,answer,Staining with silver,3,,dev
1b3661d4-f8d4-4736-953f-8024fe8d562d,fct,"No sperm disorders are among the causes of male infertility, such as semen examination revealed no sperm disease, Which of the following is the best practice?","{'0': 'After explaining the possible reasons no sperm syndrome, a few weeks after the break once again seized semen or blood tests', '1': 'Arrangements testicular sections for analysis obstructive or non-obstructive disease without sperm', '2': 'Arrange single sperm injection IVF', '3': 'Inform the child adoption is the only option', 'correct answer': 'Arrange single sperm injection IVF'}",unknown,,"After explaining the possible reasons no sperm syndrome, a few weeks after the break once again seized semen or blood tests",0,answer,Arrange single sperm injection IVF,2,,dev
922e5637-f9aa-4851-8884-f39def3d0141,fct,"Flash burn, tender, red & painful, which of the following type is the burn-","{'0': 'Scalded burn', '1': 'First degree burn', '2': 'Second degree burn', '3': 'Fouh degree burn', 'correct answer': 'Fouh degree burn'}",surgery,,First degree burn,1,answer,Fouh degree burn,3,,test
939ccf05-8c88-4b9e-969e-b8a18b913732,fct,First line investigation for deep venous thrombosis is -,"{'0': 'Ultrasonography', '1': 'Venography', '2': 'MRI', '3': 'Nuclear imaging', 'correct answer': 'Nuclear imaging'}",radiology,,Ultrasonography,0,answer,Nuclear imaging,3,,test
c80813cf-390d-4640-8315-bacdf0da1bde,fct,"A 22-year-old woman comes to the physician because of yellow vaginal discharge, pruritus, and pain with urination for the past 6 days. Three weeks ago, she had an episode of acute bacterial rhinosinusitis that was treated with a 10-day course of amoxicillin. She has been sexually active with multiple male partners over the past year and uses condoms inconsistently; she has been taking an oral contraceptive for the past 2 years. She has no previous history of serious illness or sexually transmitted diseases. Her temperature is 37°C (98.6°F), pulse is 75/min, respirations are 12/min, and blood pressure is 122/82 mm Hg. Pelvic examination shows erythema of the vulva and vagina and foul-smelling, frothy, yellow-green vaginal discharge. The pH of the discharge is 5.8. Bimanual examination is unremarkable. Further evaluation of this patient's vaginal discharge is most likely to show which of the following findings?","{'0': 'Gram-negative diplococci', '1': 'Positive whiff test', '2': 'Pseudohyphae', '3': 'Flagellated protozoa', 'correct answer': 'Pseudohyphae'}",unknown,,Flagellated protozoa,3,answer,Pseudohyphae,2,,test
bcdaa344-811a-4e88-8f02-41682b0a896e,fct,"A 35-year-old woman because of right upper quadrant pain attendances a year, usually after the onset of eating more food, sometimes accompanied by nausea, vomiting, ultrasound examination found that about 10 calcified gallstones, gallbladder but the size of normal, normal gallbladder wall thickness and normal bile ducts, blood biochemical tests, blood cell count is normal, in this state for treatment planning, Which of the following most priority should be given?","{'0': 'As long observation, without treatment', '1': 'Oral Ursodeoxycholic acid', '2': 'shock wave lithotripsy', '3': 'laparoscopic cholecystectomy', 'correct answer': 'Oral Ursodeoxycholic acid'}",unknown,,laparoscopic cholecystectomy,3,answer,Oral Ursodeoxycholic acid,1,,test
9c87a4b8-9117-46f4-a149-2999b14506ef,fct,"According to Cantor (1990,1994), the goals that individuals pursue in specific periods of life and specific contexts are called:","{'0': 'Personal aspirations.', '1': 'Social roles', '2': 'Life tasks', '3': 'Personal projects.', 'correct answer': 'Social roles'}",psychology,,Life tasks,2,answer,Social roles,1,,test
2af5f3a5-6b48-4bbe-9fd2-8f668b1b131a,fct,Whose classification of traumatic injuries is based on the system adopted by WHO in its application of International Classification of diseases to Dentistry and Stomatology?,"{'0': 'Rabinowitch (1956)', '1': 'Ellis and Davey (1960)', '2': 'Andreasen (1981)', '3': 'Ulfohn (1985)', 'correct answer': 'Ulfohn (1985)'}",dental,,Andreasen (1981),2,answer,Ulfohn (1985),3,,test
7334ec5f-7a9a-4d4d-927a-7f60496afc3c,fct,Gangrene not caused by,"{'0': 'Frost bite', '1': ""Burger's disease"", '2': 'Varicose veins', '3': 'Atherosclerosis', 'correct answer': ""Burger's disease""}",surgery,,Varicose veins,2,answer,Burger's disease,1,,test
70b370d5-c217-47f6-8ee3-f7fb03270bea,fct,Menkes disease is associated with which enzyme deficiency.,"{'0': 'lysyl oxidase', '1': 'Methionine synthase', '2': 'Glutamyl aminopeptidase', '3': 'Lysyl hydroxylase', 'correct answer': 'Glutamyl aminopeptidase'}",biochemistry,,lysyl oxidase,0,answer,Glutamyl aminopeptidase,2,,test
c759fa21-ec75-4dcb-b1f6-41565d792494,fct,"Nimodipine, is used in:","{'0': 'Sub-arachnoid haemorrhage', '1': 'Intra cerebral haemorrhage', '2': 'Extra dural haemorrhage', '3': 'Sub-dural haemorrhage', 'correct answer': 'Sub-dural haemorrhage'}",unknown,,Sub-arachnoid haemorrhage,0,answer,Sub-dural haemorrhage,3,,test
5ab178e1-c614-406d-8bff-bdc9b75381ce,fct,"Which of the following bones articulates, on the wrist, with the radius ?:","{'0': 'Ganchoso', '1': 'Big.', '2': 'Trapeze.', '3': 'Scaphoid.', 'correct answer': 'Ganchoso'}",nursery,,Scaphoid.,3,answer,Ganchoso,0,,val
a14ed6e2-800f-4a76-8ed9-a0e8e178fb43,fct,Posterior scalloping of veebrae is not seen,"{'0': 'Neurofibromatosis', '1': 'Astrocytoma', '2': 'Aoic aneurysm', '3': 'Ependymoma', 'correct answer': 'Ependymoma'}",surgery,,Aoic aneurysm,2,answer,Ependymoma,3,,test
0ad99b87-4d86-439a-bf91-3d4a6e333bb4,fct,What % is the incidence of vertucci type 8,"{'0': '6%', '1': '10%', '2': '2%', '3': '12%', 'correct answer': '12%'}",dental,,6%,0,answer,12%,3,,val
f5968cf6-88dc-487e-9b1e-abc124c40686,fct,Which of these elements can put at risk the cognitive therapy of OCD ?:,"{'0': 'Question dysfunctional beliefs instead of the content of obsessions.', '1': 'That the therapist becomes a source of reinsurance.', '2': 'That the cognitive questioning be applied.', '3': 'Avoid the primacy of authority arguments on the part of the therapist.', 'correct answer': 'Question dysfunctional beliefs instead of the content of obsessions.'}",psychology,,That the therapist becomes a source of reinsurance.,1,answer,Question dysfunctional beliefs instead of the content of obsessions.,0,,test
f30cd640-12a4-467f-8981-8b82ad055cee,fct,A patient with Tubercular meningitis was taking ATT regularly. At end of 1 month of regular intake of drugs deterioration in sensorium is noted in condition of the patient despite good compliance for drugs. Which of the following investigations is not required as emergency condition?,"{'0': 'MRI', '1': 'NCCT', '2': 'CSF examination', '3': 'Liver function tests', 'correct answer': 'MRI'}",medicine,,CSF examination,2,answer,MRI,0,,val
27e23471-3597-4b9f-baa8-b2eb8497aa5f,fct,"In malate shuttle, NADH Produces how many ATPs","{'0': '1', '1': '5-Jan', '2': '2', '3': '2.5', 'correct answer': '5-Jan'}",biochemistry,,2.5,3,answer,5-Jan,1,,test
