id,dataset,question,options,subject_name,topic_name,correct_answer,correct_index,expected_behavior,student_answer,student_index,missing_evidence,source_split
46c4d2dd-69c4-4670-bc96-17f02e1575d7,nota,"A 28-year-old female comes to the physician’s office with a complaint of episodic chest pain. She describes the pain as squeezing and tightness in her chest. This pain has been happening every few days for 3 months. She says there is no association of the pain with food or exercise. She is able to climb up to her fourth floor apartment daily without issue. Her only past medical history is migraines for which she takes appropriate medication. Here temperature is 98.6°F (37°C), blood pressure is 120/68 mmHg, pulse is 60/min, respirations are 16/min, and oxygen saturation is 98% on room air. She has no known family history. The patient is not in pain on presentation and EKG in the office is normal. 24-hour ECG monitoring shows transient ST elevations during the episodes of pain that resolve completely. The mechanism of this patient’s chest pain is most similar to the mechanism behind which of the following?","{'0': 'None of the above', '1': 'Myocardial infarction', '2': 'Aortic dissection', '3': 'Costochondritis'}",unknown,,None of the above,0,answer,,,,test
73422cec-4ae6-4560-80ce-92e1f687c705,nota,Which is not the testing technique used to determine the tensile strength?,"{'0': 'Direct tensile test', '1': 'Diametral compression test', '2': 'None of the above', '3': 'None of the above'}",dental,,None of the above,2,answer,,,,test
396677ed-f02c-4fb5-a427-aa9923268a52,nota,What is the net performance of the catabolism of 1 mole of glucose by anaerobic glycolysis ?:,"{'0': 'None of the above', '1': 'Two moles of lactate, two moles of NADH and two moles of ATP.', '2': 'Two moles of lactate, two moles of NAD + and two moles of ATP.', '3': 'Two moles of pyruvate and two moles of ATP.'}",chemistry,,None of the above,0,answer,,,,val
8fe76712-6027-44f4-9ec8-63c127c649e8,nota,Physiological antagonists are ?,"{'0': 'Adrenaline and Isoprenaline', '1': 'None of the above', '2': 'Isoprenaline and propranolal', '3': 'All of the above'}",pharmacology,,None of the above,1,answer,,,,test
d8641cb7-59fc-4c70-a69b-703f5be5b919,nota,"G2P1L1 female with 1 : 4 anti D titres at 28 weeks gestation, management is","{'0': 'None of the above', '1': 'Caesarean section', '2': 'Induction of labour', '3': 'Amniocentesis'}",gynaecology & obstetrics,,None of the above,0,answer,,,,test
696ded79-a808-4f9a-9d0c-f804d828f2be,nota,The five superfactors of the Big Five personality model arise from:,"{'0': 'A theoretical a priori approach, as in the three-factor model of H.J. Eysenck.', '1': 'A lexical approach, as in the case of R.B. Cattell.', '2': 'The combination of a factorial approach, first, followed by a lexicon.', '3': 'None of the above'}",psychology,,None of the above,3,answer,,,,val
9e9fd040-734e-4a06-bfa4-76d7454e340c,nota,Alpha waves are seen during?,"{'0': 'Sleep', '1': 'REM movements', '2': 'None of the above', '3': 'Active state'}",physiology,,None of the above,2,answer,,,,test
f89270c0-98a0-4c66-bf0d-28adc728063c,nota,Setting time of plaster is influenced by,"{'0': 'Water: powder ratio', '1': 'Speed of mixing', '2': 'Adding of gypsum', '3': 'None of the above'}",dental,,None of the above,3,answer,,,,test
b6161bab-5bf7-45cb-89b2-56a97890e1ff,nota,"After cleaning and pumicing the tooth surface, plaque formation takes place within","{'0': 'A few minutes', '1': 'None of the above', '2': '2 to 4 hour', '3': 'After 1 hour'}",dental,,None of the above,1,answer,,,,val
33141e69-6c72-407a-bfb8-69bd119e0ab3,nota,"A 16-year-old male complains of nasal obstruction and recurrent epistaxis for several months. On CT scan of Nose and Paranasal Sinuses, an enhancing mass is seen in the nasopharynx with minimal extension into sphenoid sinus and no lateral extension. What is the stage of this lesion?","{'0': 'IA', '1': 'None of the above', '2': 'IIA', '3': 'IIB'}",ent,AIIMS 2018,None of the above,1,answer,,,,val
51289550-ffbf-474a-ab3b-88779697b85c,nota,"A 46-year-old man is brought to the emergency department 15 minutes after being involved in a motor vehicle collision where he was the unrestrained driver. On arrival, he is unconscious. His respirations are 24/min, and palpable systolic blood pressure is 60 mm Hg, and pulse is 141/min and irregularly irregular. Examination shows multiple ecchymoses over the chest. There is a 3-cm (1.2-in) laceration over the abdomen and a 4-cm (1.6-in) laceration over the scalp. Jugular venous pressure is increased. Bilateral crackles are heard at the lung bases. Cardiac examination shows no murmurs, rubs, or gallops. The abdomen is soft. Two large bore intravenous catheters are inserted and 0.9% saline infusion is begun. Focused assessment with sonography in trauma (FAST) is negative. An electrocardiogram shows absent p-waves. After 5 minutes, his pulse is 160/min and palpable systolic blood pressure is 50 mm Hg. Vasopressors are administered. One hour later, the patient dies. Which of the following was the most likely diagnosis?","{'0': 'None of the above', '1': 'Hemothorax', '2': 'Aortic dissection', '3': 'Pulmonary contusion'}",unknown,,None of the above,0,answer,,,,test
8d71d055-445c-4e80-b5d7-ca0306dc5ba3,nota,"65-year-old male with hypertension, and left ventricular anterior wall heart icon across the lesion. This disease most likely diagnosis is:","{'0': 'None of the above', '1': 'Acute myocardial infarction', '2': 'Infectious endocarditis', '3': 'Endomyocardial fibroelastosis'}",unknown,,None of the above,0,answer,,,,test
7a4366e7-ce70-49b2-8f59-7f213b710b37,nota,"A 10 years old boy came to emergency with complains of severe pain in right scrotum that is not relieved for the past 1 hour. On examination, testicular torsion of the right side is suspected. The surgical intervention should be:","{'0': 'Immediate scrotal exploration of the affected side and operate opposite side if symptomatic', '1': 'Delay exploration and operate opposite side if symptomatic', '2': 'None of the above', '3': 'Delayed exploration on the affected side along with the opposite side even if asymptomatic'}",surgery,AIIMS 2019,None of the above,2,answer,,,,val
6c78f5b4-582d-4b58-92d7-79504949af4e,nota,"A 8 year old child presented with cough and fever since 15 days. On auscultation, decreased air entry was found on right side. A CXR was done and shown below. What is the most likely diagnosis?","{'0': 'None of the above', '1': 'Abscess', '2': 'Hydatid Cyst', '3': 'Congenital. AV Malformation'}",radiology,AIIMS 2019,None of the above,0,answer,,,,val
40dfd6fa-ad2f-4059-96f8-293d939196de,nota,"A 35-year-old male presents to his physician with a small mass that he found in the anterior of his neck a few days ago. The mass is not painful and does not affect his swallowing. He noticed no change in his weight. His history is significant for radiation exposure for treating his neuroblastoma at the age of 15. On examination, a nodule around the size of 2.2 cm is palpated in the right thyroid lobule; the nodule is firm and non-tender. There is cervical lymphadenopathy. His blood pressure is 118/75 mm Hg, respirations are 17/min, pulse is 67/min, and temperature is 37.5°C (99.5°F). Laboratory findings include serum Na+ of 136 mmol/L, K+ of 4.2 mmol/L, Cl– of 90 mmol/L, and bicarbonate of 24 mmol/L. Which of the following factors will most likely make the prognosis worse in this patient?","{'0': 'Age', '1': 'None of the above', '2': 'Follicular histological variant', '3': 'Hurthle cell variant'}",unknown,,None of the above,1,answer,,,,dev
bf415937-82f8-48da-ac0c-95490da9d436,nota,"A 36-year-old male is brought to the emergency department by fire and rescue after being found down in his apartment by his wife. His wife reports that the patient had been complaining of chest pain for the last few hours but refused to go to the hospital. She went to the grocery store for about half an hour and found her husband unresponsive on the ground when she returned home. The patient’s wife reports that his past medical history is significant for a “heart murmur” and that the patient’s father died at age 32 for unknown reasons. In the trauma bay, the patient’s temperature is 98.8°F (37.1°C), blood pressure is 88/41 mmHg, pulse is 116/min, and respirations are 12/min. On physical exam, the patient has a Glascow Coma Score (GCS) of 7. He has a tall stature with long limbs and long, slender fingers. He is also noted to have a pectus deformity. On cardiac exam, the patient has a diastolic decrescendo murmur at the left third intercostal space. He has weak brachial and femoral pulses.

Which of the following is the most likely etiology of this patient’s presentation?","{'0': 'Coronary atherosclerosis', '1': 'Spontaneous rupture of the aorta', '2': 'Spontaneous rupture of the mitral chordae tendinae', '3': 'None of the above'}",unknown,,None of the above,3,answer,,,,dev
4163c29c-ae5a-4714-a498-bb4f86a602d1,nota,What is the correct statement about the prevalence of depression in childhood and adolescence ?:,"{'0': 'Between 6 and 12 years, the prevalence is much higher in girls.', '1': 'None of the above', '2': 'In adolescence, depression has a very similar prevalence in girls and boys.', '3': 'The prevalence of depression is similar in adolescents and younger children.'}",psychology,,None of the above,1,answer,,,,val
e2f7d275-2aaa-4bf0-ad1b-04eff922b3a1,nota,The proximal walls of a class II cavity on a deciduous molar:,"{'0': 'Follow directions of enamel rods', '1': 'None of the above', '2': 'Diverge toward occlusal surface', '3': 'Undermine enamel which is very thin'}",dental,,None of the above,1,answer,,,,val
6b3ca3f3-d847-447a-892f-75294443a1e2,nota,"A 60-year-old chronic smoker presented with progres-sive jaundice, pruritus and clay colored stools for 2 months. History of waxing and waning of jaundice was present. A CT scan revealed dilated main pancre-atic duct and common bile duct. What is the likely di-agnosis?","{'0': 'Carcinoma head of pancreas', '1': 'None of the above', '2': 'Chronic pancreatitis', '3': 'H lar cholangiocarcinoma'}",surgery,,None of the above,1,answer,,,,val
dfd4e809-42fb-46a4-8a4b-0082b8f48ab1,nota,Typical lipoprotein contains,"{'0': 'Free cholesterol + Phospholipid at periphery', '1': 'Cholesteryl ester + FA at center', '2': 'Proteins as apoproteins', '3': 'None of the above'}",biochemistry,,None of the above,3,answer,,,,val
12d24368-47ab-4e4e-8d12-8797301c81e3,nota,"A full-term newborns, born two days and no unusual form, has also started eating regular breast milk. But the emergence of the phenomenon of poor eating and lethargy in the first 3 days, after blood tests of suspected organic acidemia. You feel that the following set of diagnostic laboratory data, can best meet the above diagnosis?","{'0': 'Glucose 60 mg/dL, pH 7.45, NH3：800 μmol/L, Lactate 2.5 μmol/L', '1': 'None of the above', '2': 'Glucose 50 mg/dL, pH 7.40, NH3：50 μmol/L, Lactate 2.5 μmol/L', '3': 'Glucose 10 mg/dL, pH 7.30, NH3：50 μmol/L, Lactate 12 μmol/L'}",unknown,,None of the above,1,answer,,,,test
3cceff11-a973-4d4d-8986-ffc74857e682,nota,ABVD is a treatment scheme used in the therapy of people who have HODGKIN disease. What are the drugs that make it up ?:,"{'0': 'Adriamycin, Bleomycin, Vinorelbine, Dacarbazine.', '1': 'Adriamycin, Bleomycin, Vincristine, Doxorubicin.', '2': 'None of the above', '3': 'Adriamycin, Bleomycin, Vinflunine, Doxorubicin.'}",nursery,,None of the above,2,answer,,,,test
36ba43c4-9947-43b5-afd5-9914725b7801,nota,A patient is not responding even after undergoing multiple platelet transfusion. Which of the following will be the best treatment for him?,"{'0': 'Random platelet donor', '1': 'Single platelet donor', '2': 'None of the above', '3': 'Irradiated platelets'}",surgery,,None of the above,2,answer,,,,val
b9da03bf-b3b4-4ec9-bfbc-06cfe999e1a7,nota,IQ range 90-109 is:,"{'0': 'Superior.', '1': 'None of the above', '2': 'Low average.', '3': 'Borderline.'}",dental,,None of the above,1,answer,,,,val
1eb99665-b41e-4277-83f1-0120b6c0f87e,nota,The minimum increase in stimulation that allows detecting a change in sensation is known as:,"{'0': 'Absolute threshold.', '1': 'None of the above', '2': 'Contrast threshold', '3': 'Echo threshold'}",psychology,,None of the above,1,answer,,,,val
2cf0bc49-1730-430a-8eae-d4076447b0b1,nota,A 65-year-old female patient developed speech apraxia two years earlier and has evolved a rigid-akinetic parkinsonism predominantly in the right half of the body with superimposed myoclonus and foreign hand phenomenon or foreign limb. Which diagnosis do you consider most likely?,"{'0': ""Parkinson's disease"", '1': 'None of the above', '2': 'Alzheimer disease.', '3': ""Huntington's disease""}",medicine,,None of the above,1,answer,,,,val
549fe41e-c976-4d16-a688-9919f98e259b,nota,"In humans, ascorbic acid cannot be synthesized because of ?","{'0': 'Deficiency of G6PD', '1': 'Deficiency of xylulose kinase', '2': 'None of the above', '3': 'Deficiency of phosphoglucomutase'}",biochemistry,,None of the above,2,answer,,,,test
7148728c-e65e-4a02-a0d0-b2e7c553564b,nota,"Question linked to image nº17 A 22-year-old man with no relevant medical history who came to the emergency room due to non-specific chest and abdominal pain. Blood pressure of 90/50 mmHg, heart rate 120 beats per minute and basal saturation 94%. Respiratory auscultation with bilateral generalized hypophonosis. What is the diagnosis and initial treatment according to the image?","{'0': 'Atelectasis Respiratory physiotherapy.', '1': 'None of the above', '2': 'Atelectasis Bronchoscopy', '3': 'Pneumothorax. Videothoracoscopy.'}",medicine,,None of the above,1,answer,,,,test
47ae8d2b-e92f-4a79-9014-5c203d660469,nota,Sugars are primarily absorbed in ?,"{'0': 'Duodenum', '1': 'None of the above', '2': 'Ileus', '3': 'Ascending colon'}",physiology,,None of the above,1,answer,,,,test
46f8c757-2b70-4810-ba8c-7f0081b38db3,nota,What are the characteristics of the Spanish health system?,"{'0': 'Public financing, universal coverage, comprehensive healthcare, equity based on accessibility and territorial decentralization.', '1': 'None of the above', '2': 'Mixed financing (public and private), mixed management (public and private) and territorial centralization.', '3': 'Financing for social security contributions, mixed management (public and private) and territorial decentralization.'}",medicine,,None of the above,1,answer,,,,test
7faf5e91-5d61-4ca3-9d6c-bbec80f7f7dc,nota,Which of the following agent increases bone resorption?,"{'0': 'Fluorides', '1': 'Growth hormone', '2': 'None of the above', '3': 'Androgens'}",unknown,,None of the above,2,answer,,,,test
2b3dca10-beef-4fdc-84e4-48b5514ba341,nota,Urinary anion gap is an indication of excretion of:,"{'0': 'Keto acids', '1': 'None of the above', '2': 'H+ ion', '3': 'Na+ ion'}",unknown,,None of the above,1,answer,,,,test
24dd8c3d-9791-423a-8c57-3e47b857e165,nota,Which of the following function of the limbic system (limbic system) is not the most relevant?,"{'0': 'Dentate gyrus (dentate gyrus)', '1': 'Dome beam (Fornix)', '2': 'Nipple body (mamillary body)', '3': 'None of the above'}",unknown,,None of the above,3,answer,,,,test
0a4ee614-de0f-43ea-bdd0-4d8cdc9b1a97,nota,Which facial bone is most prone to fracture?,"{'0': 'Mandible', '1': 'None of the above', '2': 'Zygoma', '3': 'Frontal'}",surgery,,None of the above,1,answer,,,,val
efec1fb4-1ab9-467f-8326-cee6622c9679,nota,"8.5, the urine will usually train Proteus bacteria such as Proteus mirabilis following the narrative about Wegener's granulomatosis, whichever is the most correct?","{'0': 'Blood can be measured antiproteinase-3 antibody', '1': 'None of the above', '2': 'Kidney sections> 50% tissue, can be seen granulation tissue (granuloma)', '3': 'The disease does not cause conjunctivitis and scleritis (scleritis) in the eye'}",unknown,,None of the above,1,answer,,,,dev
5a0e8b7c-05c2-4c4d-b2fd-6c118d6893fc,nota,Vector for zika virus is -,"{'0': 'None of the above', '1': 'Culex', '2': 'Anopheles', '3': 'None of these'}",microbiology,,None of the above,0,answer,,,,test
29b45401-a325-4d47-be7d-b211bb477d9b,nota,"Question linked to image nº19 The urine of a patient under study due to renal insufficiency is received in the laboratory. An analysis is made by means of a test strip, which is shown in the image. What is your diagnosis?","{'0': 'Nephrotic syndrome due to minimal injuries.', '1': 'None of the above', '2': 'Chronic interstitial nephropathy.', '3': 'Prerenal renal failure.'}",medicine,,None of the above,1,answer,,,,test
66040139-37cb-4da9-9047-e6e4cfa6990c,nota,Androgenic XX chromosome is ?,"{'0': 'Paial mole', '1': 'None of the above', '2': ""Turner's syndrome"", '3': 'Stein leventhal syndrome'}",gynaecology & obstetrics,,None of the above,1,answer,,,,test
a630fb1d-cc0d-47aa-979b-de2594c3680c,nota,"A 14-year-old boy is brought to the emergency department because of a 2-day history of fatigue. He reports that during this time he has had occasional palpitations and shortness of breath. He has sickle cell disease. Current medications include hydroxyurea and folic acid. He appears fatigued. His temperature is 38.3°C (100.9°F), pulse is 120/min, respirations are 24/min, and blood pressure is 112/74 mm Hg. Examination shows pale conjunctivae. Cardiac examination shows a midsystolic ejection murmur. Laboratory studies show:
Hemoglobin 6.4 g/dl
Leukocyte count 6,000/mm3
Platelet count 168,000/mm3
Mean corpuscular volume 84 μm3
Reticulocyte count 0.1%
Which of the following is the most likely underlying cause of these findings?""","{'0': 'None of the above', '1': 'Medication-induced hemolysis', '2': 'Defect in erythrocyte membrane proteins', '3': 'Hemolytic crisis'}",unknown,,None of the above,0,answer,,,,dev
ac3c48cb-08ef-4f20-b3f9-d4b86c9fdc1f,nota,"Roberto presents Impaired Tissue Integrity in the lower right limb. Your family nurse has reflected in your Computerized Medical Record: ""Wound healing: by second intention"". What does this NOC result mean ?:","{'0': 'Structural compromise and normal physiological function of the skin and mucous membranes.', '1': 'Magnitude of regeneration of cells and tissues after an intentional closure.', '2': 'None of the above', '3': 'Magnitude of tissue functionality in a secondary closure.'}",nursery,,None of the above,2,answer,,,,val
6a1ecffc-d141-491a-9762-191cd4706337,nota,Platelet derived growth factor is released in vessels from:,"{'0': 'Endothelial cells', '1': 'Fibroblasts', '2': 'Macrophages', '3': 'None of the above'}",pathology,,None of the above,3,answer,,,,val
