id,dataset,question,options,subject_name,topic_name,correct_answer,correct_index,expected_behavior,student_answer,student_index,missing_evidence,source_split
uet_011,uet,A 74-year-old man develops sudden right-sided weakness and aphasia. What is the most appropriate immediate management?,"{""0"": ""IV thrombolysis"", ""1"": ""Immediate anticoagulation"", ""2"": ""Observation only"", ""3"": ""Insufficient information to determine""}",Neurology,acute_stroke,Insufficient information to determine,3,abstain,,,Brain imaging and exact symptom onset time,custom_test
uet_012,uet,A 17-year-old student has repeated brief episodes of staring and unresponsiveness. What is the most likely seizure type?,"{""0"": ""Absence seizure"", ""1"": ""Focal impaired awareness seizure"", ""2"": ""Psychogenic nonepileptic event"", ""3"": ""Insufficient information to determine""}",Neurology,seizure_type,Insufficient information to determine,3,abstain,,,EEG and detailed event history,custom_test
uet_013,uet,"A 40-year-old woman presents with fever, neck stiffness, and altered mental status. What is the most appropriate immediate management?","{""0"": ""Immediate lumbar puncture"", ""1"": ""Immediate CT before any treatment"", ""2"": ""Empiric antimicrobials with stabilization"", ""3"": ""Insufficient information to determine""}",Neurology,meningitis,Insufficient information to determine,3,abstain,,,Hemodynamic severity and contraindications to lumbar puncture,custom_test
uet_014,uet,A 52-year-old woman presents with sudden severe headache and vomiting. What is the most likely diagnosis?,"{""0"": ""Subarachnoid hemorrhage"", ""1"": ""Migraine"", ""2"": ""Meningitis"", ""3"": ""Insufficient information to determine""}",Neurology,headache_redflag,Insufficient information to determine,3,abstain,,,Non-contrast head CT or lumbar puncture,custom_test
uet_015,uet,"A 58-year-old man presents with low back pain, bilateral leg weakness, and urinary symptoms. What is the next best step?","{""0"": ""Urgent surgical decompression"", ""1"": ""Conservative analgesia only"", ""2"": ""Outpatient physiotherapy"", ""3"": ""Insufficient information to determine""}",Neurology,cauda_equina,Insufficient information to determine,3,abstain,,,MRI spine and saddle anesthesia/neurologic exam,custom_test
uet_016,uet,A 61-year-old man presents with hematemesis and dizziness. What is the most appropriate immediate management?,"{""0"": ""Urgent endoscopy"", ""1"": ""Oral PPI and discharge"", ""2"": ""Immediate colectomy"", ""3"": ""Insufficient information to determine""}",Gastroenterology,upper_gi_bleed,Insufficient information to determine,3,abstain,,,Hemodynamic status and hemoglobin,custom_test
uet_017,uet,A 55-year-old woman presents with jaundice and dark urine. What is the most likely diagnosis?,"{""0"": ""Malignant obstructive jaundice"", ""1"": ""Viral hepatitis"", ""2"": ""Hemolysis"", ""3"": ""Insufficient information to determine""}",Gastroenterology,obstructive_jaundice,Insufficient information to determine,3,abstain,,,Liver biochemistry pattern and biliary imaging,custom_test
uet_018,uet,A 48-year-old man presents with severe epigastric pain radiating to the back. What is the next best step?,"{""0"": ""Immediate ERCP"", ""1"": ""Aggressive IV fluids and monitoring"", ""2"": ""Discharge with oral analgesics"", ""3"": ""Insufficient information to determine""}",Gastroenterology,acute_pancreatitis_severity,Insufficient information to determine,3,abstain,,,Lipase/amylase and evidence of cholangitis or biliary obstruction,custom_test
uet_019,uet,"A 27-year-old patient presents with chronic diarrhea, abdominal pain, and weight loss. What is the most likely diagnosis?","{""0"": ""Crohn disease"", ""1"": ""Ulcerative colitis"", ""2"": ""Infectious colitis"", ""3"": ""Insufficient information to determine""}",Gastroenterology,ibd_vs_infection,Insufficient information to determine,3,abstain,,,Endoscopy/biopsy and stool studies,custom_test
uet_020,uet,A 36-year-old woman presents with right lower quadrant pain and fever. What is the most likely diagnosis?,"{""0"": ""Appendicitis"", ""1"": ""Pelvic inflammatory disease"", ""2"": ""Ectopic pregnancy"", ""3"": ""Insufficient information to determine""}",Gastroenterology,acute_abdomen,Insufficient information to determine,3,abstain,,,Pregnancy test and focused abdominal/pelvic imaging,custom_test
uet_021,uet,"A 33-year-old woman presents with weight loss, tremor, and palpitations. What is the most likely diagnosis?","{""0"": ""Graves disease"", ""1"": ""Pheochromocytoma"", ""2"": ""Anxiety disorder"", ""3"": ""Insufficient information to determine""}",Endocrinology,thyrotoxicosis,Insufficient information to determine,3,abstain,,,TSH/free T4 and thyroid examination,custom_test
uet_022,uet,"A 62-year-old man with diabetes presents with confusion, dehydration, and hyperglycemia. What is the most likely diagnosis?","{""0"": ""Diabetic ketoacidosis"", ""1"": ""Hyperosmolar hyperglycemic state"", ""2"": ""Sepsis"", ""3"": ""Insufficient information to determine""}",Endocrinology,dkA_hhs,Insufficient information to determine,3,abstain,,,"Arterial/venous blood gas, serum ketones, and osmolality",custom_test
uet_023,uet,"A 45-year-old woman presents with fatigue, hypotension, and abdominal pain. What is the most likely diagnosis?","{""0"": ""Adrenal crisis"", ""1"": ""Acute gastroenteritis"", ""2"": ""Septic shock"", ""3"": ""Insufficient information to determine""}",Endocrinology,adrenal_insufficiency,Insufficient information to determine,3,abstain,,,Serum cortisol/electrolytes and infection assessment,custom_test
uet_024,uet,A 52-year-old patient is found to have a thyroid nodule. What is the next best step?,"{""0"": ""Immediate thyroidectomy"", ""1"": ""Fine-needle aspiration"", ""2"": ""Observation only"", ""3"": ""Insufficient information to determine""}",Endocrinology,thyroid_nodule,Insufficient information to determine,3,abstain,,,Ultrasound risk features and thyroid function tests,custom_test
uet_025,uet,A hospitalized patient develops hyponatremia and confusion. What is the most likely cause?,"{""0"": ""SIADH"", ""1"": ""Dehydration"", ""2"": ""Adrenal insufficiency"", ""3"": ""Insufficient information to determine""}",Endocrinology,hyponatremia_cause,Insufficient information to determine,3,abstain,,,"Volume status, urine sodium, and serum osmolality",custom_test
uet_026,uet,A 67-year-old man presents with reduced urine output and rising creatinine. What is the most likely cause?,"{""0"": ""Pre-renal AKI"", ""1"": ""Acute tubular necrosis"", ""2"": ""Post-renal obstruction"", ""3"": ""Insufficient information to determine""}",Nephrology,aki_type,Insufficient information to determine,3,abstain,,,Urine indices and renal/bladder imaging,custom_test
uet_027,uet,A 12-year-old child presents with edema and cola-colored urine. What is the most likely syndrome?,"{""0"": ""Nephrotic syndrome"", ""1"": ""Nephritic syndrome"", ""2"": ""Heart failure"", ""3"": ""Insufficient information to determine""}",Nephrology,nephrotic_vs_nephritic,Insufficient information to determine,3,abstain,,,"Urinalysis, protein quantification, and blood pressure",custom_test
uet_028,uet,A patient presents with flank pain after lithotripsy. What is the next best step?,"{""0"": ""Urgent urinary diversion"", ""1"": ""IV antibiotics and hydration"", ""2"": ""Conservative analgesia"", ""3"": ""Insufficient information to determine""}",Nephrology,renal_colic_complication,Insufficient information to determine,3,abstain,,,Hydronephrosis imaging and evidence of sepsis,custom_test
uet_029,uet,A patient with chronic kidney disease presents with worsening nausea and shortness of breath. What is the next best step?,"{""0"": ""Start urgent dialysis"", ""1"": ""Increase oral fluids"", ""2"": ""Discharge and follow-up"", ""3"": ""Insufficient information to determine""}",Nephrology,dialysis_indication,Insufficient information to determine,3,abstain,,,"Potassium, acid-base status, pulmonary edema severity",custom_test
uet_030,uet,A young adult presents with hematuria and reduced renal function after sore throat. What is the most likely diagnosis?,"{""0"": ""Post-streptococcal glomerulonephritis"", ""1"": ""IgA nephropathy"", ""2"": ""Renal stone"", ""3"": ""Insufficient information to determine""}",Nephrology,glomerulonephritis,Insufficient information to determine,3,abstain,,,ASO/complement levels and timing relative to infection,custom_test
uet_031,uet,A woman with a positive pregnancy test presents with lower abdominal pain and vaginal bleeding. What is the most appropriate management?,"{""0"": ""Methotrexate therapy"", ""1"": ""Immediate laparoscopy"", ""2"": ""Observation only"", ""3"": ""Insufficient information to determine""}",Obstetrics,ectopic_management,Insufficient information to determine,3,abstain,,,Hemodynamic stability and transvaginal ultrasound findings,custom_test
uet_032,uet,A 31-year-old woman at 34 weeks gestation presents with painless vaginal bleeding. What is the next best step?,"{""0"": ""Immediate cesarean section"", ""1"": ""Induce labor"", ""2"": ""Expectant management"", ""3"": ""Insufficient information to determine""}",Obstetrics,placenta_previa,Insufficient information to determine,3,abstain,,,"Maternal/fetal stability, placenta location, and bleeding severity",custom_test
uet_033,uet,A pregnant woman presents with headache and leg swelling. What is the most likely diagnosis?,"{""0"": ""Preeclampsia"", ""1"": ""Migraine"", ""2"": ""Physiologic edema of pregnancy"", ""3"": ""Insufficient information to determine""}",Obstetrics,preeclampsia,Insufficient information to determine,3,abstain,,,Blood pressure and urine protein,custom_test
uet_034,uet,A woman develops heavy vaginal bleeding after delivery. What is the most likely cause?,"{""0"": ""Uterine atony"", ""1"": ""Retained products of conception"", ""2"": ""Cervical laceration"", ""3"": ""Insufficient information to determine""}",Obstetrics,pph,Insufficient information to determine,3,abstain,,,"Uterine tone, placental completeness, and genital tract examination",custom_test
uet_035,uet,A 29-week pregnant woman presents with lower abdominal cramps and back pain. What is the next best step?,"{""0"": ""Administer tocolysis"", ""1"": ""Emergency cesarean section"", ""2"": ""Discharge with reassurance"", ""3"": ""Insufficient information to determine""}",Obstetrics,preterm_labor,Insufficient information to determine,3,abstain,,,"Cervical exam, fetal status, and contraction pattern",custom_test
uet_036,uet,"A 5-year-old child has prolonged fever, rash, and red eyes. What is the most likely diagnosis?","{""0"": ""Kawasaki disease"", ""1"": ""Scarlet fever"", ""2"": ""Measles"", ""3"": ""Insufficient information to determine""}",Pediatrics,kawasaki,Insufficient information to determine,3,abstain,,,Fever duration and mucocutaneous/extremity findings,custom_test
uet_037,uet,A 7-month-old infant with vomiting and diarrhea presents with lethargy. What is the next best step?,"{""0"": ""Oral rehydration only"", ""1"": ""Intraosseous/IV resuscitation"", ""2"": ""Discharge home"", ""3"": ""Insufficient information to determine""}",Pediatrics,dehydration,Insufficient information to determine,3,abstain,,,Shock signs and success/failure of IV access,custom_test
uet_038,uet,"A 2-year-old child presents with fever, irritability, and seizures. What is the most likely diagnosis?","{""0"": ""Bacterial meningitis"", ""1"": ""Febrile seizure"", ""2"": ""Viral gastroenteritis"", ""3"": ""Insufficient information to determine""}",Pediatrics,meningitis_child,Insufficient information to determine,3,abstain,,,CSF studies and focal neurologic findings,custom_test
uet_039,uet,An infant presents with cyanosis and a heart murmur. What is the most likely diagnosis?,"{""0"": ""Tetralogy of Fallot"", ""1"": ""Transposition of the great arteries"", ""2"": ""Ventricular septal defect"", ""3"": ""Insufficient information to determine""}",Pediatrics,cyanotic_heart_disease,Insufficient information to determine,3,abstain,,,Echocardiography and detailed oxygenation profile,custom_test
uet_040,uet,A 4-year-old child presents with bruising in different stages of healing. What is the next best step?,"{""0"": ""Report suspected abuse"", ""1"": ""Provide simple reassurance"", ""2"": ""Start antibiotics"", ""3"": ""Insufficient information to determine""}",Pediatrics,child_abuse,Insufficient information to determine,3,abstain,,,History consistency and full physical/social evaluation,custom_test
uet_041,uet,"A 72-year-old woman presents with fever, hypotension, and confusion. What is the most likely source of sepsis?","{""0"": ""Urinary tract infection"", ""1"": ""Pneumonia"", ""2"": ""Intra-abdominal infection"", ""3"": ""Insufficient information to determine""}",Infectious Disease,sepsis_source,Insufficient information to determine,3,abstain,,,"Urinalysis/culture, chest imaging, and abdominal evaluation",custom_test
uet_042,uet,A patient on chemotherapy presents with fever. What is the next best step?,"{""0"": ""Immediate broad-spectrum antibiotics"", ""1"": ""Wait for culture results"", ""2"": ""Send home with oral analgesics"", ""3"": ""Insufficient information to determine""}",Infectious Disease,febrile_neutropenia,Insufficient information to determine,3,abstain,,,Absolute neutrophil count and hemodynamic status,custom_test
uet_043,uet,A patient with fever and a new murmur is evaluated for infective endocarditis. What is the next best step?,"{""0"": ""Start anticoagulation"", ""1"": ""Obtain blood cultures and echocardiography"", ""2"": ""Observe without workup"", ""3"": ""Insufficient information to determine""}",Infectious Disease,infective_endocarditis,Insufficient information to determine,3,abstain,,,Blood cultures and echocardiography,custom_test
uet_044,uet,A patient presents with unilateral painful swollen leg and low-grade fever. What is the most likely diagnosis?,"{""0"": ""Cellulitis"", ""1"": ""Deep vein thrombosis"", ""2"": ""Necrotizing fasciitis"", ""3"": ""Insufficient information to determine""}",Infectious Disease,cellulitis_vs_dvt,Insufficient information to determine,3,abstain,,,Venous ultrasound and skin/soft tissue examination,custom_test
uet_045,uet,"A patient with chronic cough, hemoptysis, and weight loss presents to hospital. What is the next best step?","{""0"": ""Immediate discharge with oral antibiotics"", ""1"": ""Isolation and TB workup"", ""2"": ""Only symptomatic treatment"", ""3"": ""Insufficient information to determine""}",Infectious Disease,tb_isolation,Insufficient information to determine,3,abstain,,,Chest imaging and microbiologic testing,custom_test
uet_046,uet,"A 60-year-old man presents with abdominal distension, vomiting, and constipation. What is the next best step?","{""0"": ""Immediate laparotomy"", ""1"": ""Nasogastric decompression and fluids"", ""2"": ""Discharge with laxatives"", ""3"": ""Insufficient information to determine""}",Surgery,bowel_obstruction,Insufficient information to determine,3,abstain,,,CT abdomen and signs of strangulation/peritonitis,custom_test
uet_047,uet,A patient presents with right iliac fossa pain and fever. What is the next best step?,"{""0"": ""Immediate appendectomy"", ""1"": ""Observation only"", ""2"": ""Treat as renal colic"", ""3"": ""Insufficient information to determine""}",Surgery,appendicitis_management,Insufficient information to determine,3,abstain,,,Pregnancy status and abdominal imaging,custom_test
uet_048,uet,A patient presents after blunt abdominal trauma with abdominal pain. What is the next best step?,"{""0"": ""Immediate laparotomy"", ""1"": ""Observation on ward"", ""2"": ""FAST/CT-guided trauma assessment"", ""3"": ""Insufficient information to determine""}",Surgery,trauma_abdomen,Insufficient information to determine,3,abstain,,,Hemodynamic status and FAST/CT findings,custom_test
uet_049,uet,A patient presents with sudden cold painful leg and absent distal pulses. What is the next best step?,"{""0"": ""Immediate anticoagulation and vascular assessment"", ""1"": ""Discharge with analgesics"", ""2"": ""Compression therapy"", ""3"": ""Insufficient information to determine""}",Surgery,acute_limb_ischemia,Insufficient information to determine,3,abstain,,,Limb viability assessment and vascular imaging,custom_test
uet_050,uet,A patient presents with a rapidly enlarging neck mass and dysphagia. What is the most likely diagnosis?,"{""0"": ""Anaplastic thyroid carcinoma"", ""1"": ""Lymphoma"", ""2"": ""Benign thyroid nodule"", ""3"": ""Insufficient information to determine""}",Surgery,neck_mass,Insufficient information to determine,3,abstain,,,Imaging and tissue diagnosis,custom_test
